"Project.Name","UNIT","SEARCH.AREA","Time","Date","EASTING","NORTHING","MolluskCode","ScientificName","Type","CommonName","Count"
"Roaring Creek","2","2-SA024VH-1",2006-11-16 12:00:00,2006-11-16,"474570",5033811,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","1"
"Roaring Creek","2","2-SA024VH-1",2006-11-16 12:00:00,2006-11-16,"474570",5033811,"ARCO","Ariolimax columbiana","Slug","Banana slug","1"
"Roaring Creek","2","2-SA024VH-1",2006-11-16 12:00:00,2006-11-16,"474570",5033811,"CRGE","Cryptomastix germana","Snail","Pygmy oregonian snail","1"
"Roaring Creek","2","2-SA024VH-1",2006-11-16 12:00:00,2006-11-16,"474570",5033811,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","6"
"Roaring Creek","2","2-SA024VH-1",2006-11-16 12:00:00,2006-11-16,"474570",5033811,"MOFI","Monadenia fidelis","Snail","Pacific Sideband snail","1"
"Roaring Creek","2","2-SA024VH-1",2006-11-16 12:00:00,2006-11-16,"474570",5033811,"PRLA","Pristiloma lansingi","Snail","Denticulate tightcoil snail","2"
"Roaring Creek","2","2-SA024VH-1",2006-11-16 12:00:00,2006-11-16,"474570",5033811,"PRST","Pristiloma stearnsi","Snail","Triated tightcoil snail","3"
"Roaring Creek","2","2-SA024VH-1",2006-11-16 12:00:00,2006-11-16,"474570",5033811,"PURA","Punctum randolphi","Snail","Conical spot snail","1"
"Roaring Creek","2","2-SA024VH-1",2006-11-16 12:00:00,2006-11-16,"474570",5033811,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","5"
"Roaring Creek","2","2-SA025JF-1",2006-11-16 12:00:00,2006-11-16,"474499",5033957,"CRGE","Cryptomastix germana","Snail","Pygmy oregonian snail","1"
"Roaring Creek","2","2-SA025JF-1",2006-11-16 12:00:00,2006-11-16,"474499",5033957,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","9"
"Roaring Creek","2","2-SA025JF-1",2006-11-16 12:00:00,2006-11-16,"474499",5033957,"PLVE","Plethodon vehiculum","Salamander","Western redback salamander","2"
"Roaring Creek","2","2-SA025JF-1",2006-11-16 12:00:00,2006-11-16,"474499",5033957,"PRLA","Pristiloma lansingi","Snail","Denticulate tightcoil snail","1"
"Roaring Creek","2","2-SA025JG-1",2006-05-18 12:00:00,2006-05-18,"474706",5034137,"ANHY","Ancotrema hybridum","Snail","Oregon lancetooth snail","3"
"Roaring Creek","2","2-SA025JG-1",2006-05-18 12:00:00,2006-05-18,"474706",5034137,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","5"
"Roaring Creek","2","2-SA025JG-1",2006-05-18 12:00:00,2006-05-18,"474706",5034137,"ARCO","Ariolimax columbiana","Slug","Banana slug","2"
"Roaring Creek","2","2-SA025JG-1",2006-05-18 12:00:00,2006-05-18,"474706",5034137,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","1"
"Roaring Creek","2","2-SA025JG-1",2006-05-18 12:00:00,2006-05-18,"474706",5034137,"RAAU","Rana aurora","Frog","Northern red-legged frog","1"
"Roaring Creek","2","2-SA025JG-1",2006-05-18 12:00:00,2006-05-18,"474706",5034137,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","2"
"Roaring Creek","2","2-SA025JG-2",2006-11-15 12:00:00,2006-11-15,"473883",5033564,"ANHY","Ancotrema hybridum","Snail","Oregon lancetooth snail","1"
"Roaring Creek","2","2-SA025JG-2",2006-11-15 12:00:00,2006-11-15,"473883",5033564,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","1"
"Roaring Creek","2","2-SA025JG-2",2006-11-15 12:00:00,2006-11-15,"473883",5033564,"COLUM","Columella edentula,","Snail","Toothless column snail","1"
"Roaring Creek","2","2-SA025JG-2",2006-11-15 12:00:00,2006-11-15,"473883",5033564,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","1"
"Roaring Creek","2","2-SA025JG-2",2006-11-15 12:00:00,2006-11-15,"473883",5033564,"MOFI","Monadenia fidelis","Snail","Pacific Sideband snail","1"
"Roaring Creek","2","2-SA025JG-2",2006-11-15 12:00:00,2006-11-15,"473883",5033564,"PRLA","Pristiloma lansingi","Snail","Denticulate tightcoil snail","1"
"Roaring Creek","2","2-SA025JG-2",2006-11-15 12:00:00,2006-11-15,"473883",5033564,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","3"
"Roaring Creek","2","2-SA025TP-1",2006-05-18 12:00:00,2006-05-18,"474789",5033615,"ARCO","Ariolimax columbiana","Slug","Banana slug","2"
"Roaring Creek","2","2-SA025TP-1",2006-05-18 12:00:00,2006-05-18,"474789",5033615,"ENES","Ensatina eschscholtzii","Salamander","Ensatina","1"
"Roaring Creek","2","2-SA025TP-1",2006-05-18 12:00:00,2006-05-18,"474789",5033615,"PRAN","Prophysaon andersoni","Slug","Reticulate Taildropper slug","1"
"Roaring Creek","2","2-SA025TP-1",2006-05-18 12:00:00,2006-05-18,"474789",5033615,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","1"
"Roaring Creek","2","2-SA025TP-1",2006-05-18 12:00:00,2006-05-18,"474789",5033615,"VECO2","Vertigo columbiana","Snail","Pacific Vertigo snail","1"
"Roaring Creek","2","2-SA025VH-1",2006-11-16 12:00:00,2006-11-16,"474603",5033892,"ANHY","Ancotrema hybridum","Snail","Oregon lancetooth snail","1"
"Roaring Creek","2","2-SA025VH-1",2006-11-16 12:00:00,2006-11-16,"474603",5033892,"COLUM","Columella edentula,","Snail","Toothless column snail","1"
"Roaring Creek","2","2-SA025VH-1",2006-11-16 12:00:00,2006-11-16,"474603",5033892,"ENES","Ensatina eschscholtzii","Salamander","Ensatina","1"
"Roaring Creek","2","2-SA025VH-1",2006-11-16 12:00:00,2006-11-16,"474603",5033892,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","10"
"Roaring Creek","2","2-SA025VH-1",2006-11-16 12:00:00,2006-11-16,"474603",5033892,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","1"
"Roaring Creek","2","2-SA026JF-1",2006-11-16 12:00:00,2006-11-16,"474498",5034397,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","2"
"Roaring Creek","2","2-SA026JF-1",2006-11-16 12:00:00,2006-11-16,"474498",5034397,"COLUM","Columella edentula,","Snail","Toothless column snail","1"
"Roaring Creek","2","2-SA026JF-1",2006-11-16 12:00:00,2006-11-16,"474498",5034397,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","4"
"Roaring Creek","2","2-SA026JF-1",2006-11-16 12:00:00,2006-11-16,"474498",5034397,"PRLA","Pristiloma lansingi","Snail","Denticulate tightcoil snail","1"
"Roaring Creek","2","2-SA026JG-1",2006-05-18 12:00:00,2006-05-18,"474691",5034257,"ARCO","Ariolimax columbiana","Slug","Banana slug","2"
"Roaring Creek","2","2-SA026JG-1",2006-05-18 12:00:00,2006-05-18,"474691",5034257,"CRGE","Cryptomastix germana","Snail","Pygmy oregonian snail","1"
"Roaring Creek","2","2-SA026JG-1",2006-05-18 12:00:00,2006-05-18,"474691",5034257,"ENES","Ensatina eschscholtzii","Salamander","Ensatina","1"
"Roaring Creek","2","2-SA026JG-1",2006-05-18 12:00:00,2006-05-18,"474691",5034257,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","4"
"Roaring Creek","2","2-SA026JG-1",2006-05-18 12:00:00,2006-05-18,"474691",5034257,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","2"
"Roaring Creek","2","2-SA026JG-2",2006-11-15 12:00:00,2006-11-15,"473870",5033683,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","2"
"Roaring Creek","2","2-SA026JG-2",2006-11-15 12:00:00,2006-11-15,"473870",5033683,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","2"
"Roaring Creek","2","2-SA026TP-1",2006-05-18 12:00:00,2006-05-18,"474796",5033613,"ARCO","Ariolimax columbiana","Slug","Banana slug","3"
"Roaring Creek","2","2-SA026TP-1",2006-05-18 12:00:00,2006-05-18,"474796",5033613,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","3"
"Roaring Creek","2","2-SA026TP-1",2006-05-18 12:00:00,2006-05-18,"474796",5033613,"PLVE","Plethodon vehiculum","Salamander","Western redback salamander","2"
"Roaring Creek","2","2-SA026TP-1",2006-05-18 12:00:00,2006-05-18,"474796",5033613,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","2"
"Roaring Creek","2","2-SA026TP-1",2006-05-18 12:00:00,2006-05-18,"474796",5033613,"VECO2","Vertigo columbiana","Snail","Pacific Vertigo snail","2"
"Roaring Creek","2","2-SA026VH-1",2006-11-16 12:00:00,2006-11-16,"474704",5033972,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","1"
"Roaring Creek","2","2-SA026VH-1",2006-11-16 12:00:00,2006-11-16,"474704",5033972,"ENES","Ensatina eschscholtzii","Salamander","Ensatina","2"
"Roaring Creek","2","2-SA026VH-1",2006-11-16 12:00:00,2006-11-16,"474704",5033972,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","3"
"Roaring Creek","2","2-SA027JF-1",2006-11-16 12:00:00,2006-11-16,"474639",5034256,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","4"
"Roaring Creek","2","2-SA027JF-1",2006-11-16 12:00:00,2006-11-16,"474639",5034256,"PLVE","Plethodon vehiculum","Salamander","Western redback salamander","3"
"Roaring Creek","2","2-SA027JF-1",2006-11-16 12:00:00,2006-11-16,"474639",5034256,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","1"
"Roaring Creek","2","2-SA027JF-1",2006-11-16 12:00:00,2006-11-16,"474639",5034256,"VECO2","Vertigo columbiana","Snail","Pacific Vertigo snail","1"
"Roaring Creek","2","2-SA027JG-1",2006-05-18 12:00:00,2006-05-18,"474707",5034392,"ANHY","Ancotrema hybridum","Snail","Oregon lancetooth snail","1"
"Roaring Creek","2","2-SA027JG-1",2006-05-18 12:00:00,2006-05-18,"474707",5034392,"ARCO","Ariolimax columbiana","Slug","Banana slug","1"
"Roaring Creek","2","2-SA027JG-1",2006-05-18 12:00:00,2006-05-18,"474707",5034392,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","2"
"Roaring Creek","2","2-SA027JG-1",2006-05-18 12:00:00,2006-05-18,"474707",5034392,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","2"
"Roaring Creek","2","2-SA027JG-2",2006-11-15 12:00:00,2006-11-15,"473823",5033777,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","2"
"Roaring Creek","2","2-SA027JG-2",2006-11-15 12:00:00,2006-11-15,"473823",5033777,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","3"
"Roaring Creek","2","2-SA027JG-2",2006-11-15 12:00:00,2006-11-15,"473823",5033777,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","2"
"Roaring Creek","2","2-SA027TP-1",2006-05-18 12:00:00,2006-05-18,"474626",5033817,"ANFE","Aneides ferreus","Salamander","Clouded Salamander","1"
"Roaring Creek","2","2-SA027TP-1",2006-05-18 12:00:00,2006-05-18,"474626",5033817,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","1"
"Roaring Creek","2","2-SA027TP-1",2006-05-18 12:00:00,2006-05-18,"474626",5033817,"ARCO","Ariolimax columbiana","Slug","Banana slug","1"
"Roaring Creek","2","2-SA027TP-1",2006-05-18 12:00:00,2006-05-18,"474626",5033817,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","1"
"Roaring Creek","2","2-SA027TP-1",2006-05-18 12:00:00,2006-05-18,"474626",5033817,"PLVE","Plethodon vehiculum","Salamander","Western redback salamander","1"
"Roaring Creek","2","2-SA027VH-1",2006-11-16 12:00:00,2006-11-16,"474765",5034093,"ENES","Ensatina eschscholtzii","Salamander","Ensatina","1"
"Roaring Creek","2","2-SA027VH-1",2006-11-16 12:00:00,2006-11-16,"474765",5034093,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","3"
"Roaring Creek","2","2-SA027VH-1",2006-11-16 12:00:00,2006-11-16,"474765",5034093,"PLVE","Plethodon vehiculum","Salamander","Western redback salamander","1"
"Roaring Creek","2","2-SA027VH-1",2006-11-16 12:00:00,2006-11-16,"474765",5034093,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","2"
"Roaring Creek","2","2-SA028JF-1",2006-11-16 12:00:00,2006-11-16,"474480",5034295,"CRGE","Cryptomastix germana","Snail","Pygmy oregonian snail","1"
"Roaring Creek","2","2-SA028JF-1",2006-11-16 12:00:00,2006-11-16,"474480",5034295,"ENES","Ensatina eschscholtzii","Salamander","Ensatina","1"
"Roaring Creek","2","2-SA028JF-1",2006-11-16 12:00:00,2006-11-16,"474480",5034295,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","6"
"Roaring Creek","2","2-SA028JG-2",2006-11-15 12:00:00,2006-11-15,"473859",5033927,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","1"
"Roaring Creek","2","2-SA028JG-2",2006-11-15 12:00:00,2006-11-15,"473859",5033927,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","1"
"Roaring Creek","2","2-SA028JG-2",2006-11-15 12:00:00,2006-11-15,"473859",5033927,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","2"
"Roaring Creek","2","2-SA028JG-2",2006-11-15 12:00:00,2006-11-15,"473859",5033927,"PLVE","Plethodon vehiculum","Salamander","Western redback salamander","1"
"Roaring Creek","2","2-SA028TP-1",2006-05-18 12:00:00,2006-05-18,"474770",5033770,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","2"
"Roaring Creek","2","2-SA028TP-1",2006-05-18 12:00:00,2006-05-18,"474770",5033770,"ARCO","Ariolimax columbiana","Slug","Banana slug","1"
"Roaring Creek","2","2-SA028TP-1",2006-05-18 12:00:00,2006-05-18,"474770",5033770,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","3"
"Roaring Creek","2","2-SA028TP-1",2006-05-18 12:00:00,2006-05-18,"474770",5033770,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","1"
"Roaring Creek","2","2-SA028VH-1",2006-11-16 12:00:00,2006-11-16,"474779",5034138,"ENES","Ensatina eschscholtzii","Salamander","Ensatina","1"
"Roaring Creek","2","2-SA028VH-1",2006-11-16 12:00:00,2006-11-16,"474779",5034138,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","1"
"Roaring Creek","2","2-SA029JF-1",2006-11-16 12:00:00,2006-11-16,"474254",5034388,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","2"
"Roaring Creek","2","2-SA029JF-1",2006-11-16 12:00:00,2006-11-16,"474254",5034388,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","4"
"Roaring Creek","2","2-SA029JF-1",2006-11-16 12:00:00,2006-11-16,"474254",5034388,"PRLA","Pristiloma lansingi","Snail","Denticulate tightcoil snail","2"
"Roaring Creek","2","2-SA029JF-1",2006-11-16 12:00:00,2006-11-16,"474254",5034388,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","3"
"Roaring Creek","2","2-SA029JG-1",2006-05-18 12:00:00,2006-05-18,"474530",5034383,"ANHY","Ancotrema hybridum","Snail","Oregon lancetooth snail","1"
"Roaring Creek","2","2-SA029JG-1",2006-05-18 12:00:00,2006-05-18,"474530",5034383,"ARCO","Ariolimax columbiana","Slug","Banana slug","2"
"Roaring Creek","2","2-SA029JG-1",2006-05-18 12:00:00,2006-05-18,"474530",5034383,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","1"
"Roaring Creek","2","2-SA029JG-2",2006-11-16 12:00:00,2006-11-16,"474289",503933,"ARCO","Ariolimax columbiana","Slug","Banana slug","1"
"Roaring Creek","2","2-SA029JG-2",2006-11-16 12:00:00,2006-11-16,"474289",503933,"COLUM","Columella edentula,","Snail","Toothless column snail","1"
"Roaring Creek","2","2-SA029JG-2",2006-11-16 12:00:00,2006-11-16,"474289",503933,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","4"
"Roaring Creek","2","2-SA029JG-2",2006-11-16 12:00:00,2006-11-16,"474289",503933,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","1"
"Roaring Creek","2","2-SA029TP-1",2006-05-18 12:00:00,2006-05-18,"474845",5033941,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","2"
"Roaring Creek","2","2-SA029TP-1",2006-05-18 12:00:00,2006-05-18,"474845",5033941,"TAGR","Taricha granulosa","Salamander","Rough skinned newt","1"
"Roaring Creek","2","2-SA029VH-1",2006-11-16 12:00:00,2006-11-16,"474868",5034074,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","2"
"Roaring Creek","2","2-SA029VH-1",2006-11-16 12:00:00,2006-11-16,"474868",5034074,"ARCO","Ariolimax columbiana","Slug","Banana slug","1"
"Roaring Creek","2","2-SA029VH-1",2006-11-16 12:00:00,2006-11-16,"474868",5034074,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","10"
"Roaring Creek","2","2-SA029VH-1",2006-11-16 12:00:00,2006-11-16,"474868",5034074,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","6"
"Roaring Creek","2","2-SA030JF-1",2006-11-16 12:00:00,2006-11-16,"474315",5034469,"ENES","Ensatina eschscholtzii","Salamander","Ensatina","1"
"Roaring Creek","2","2-SA030JF-1",2006-11-16 12:00:00,2006-11-16,"474315",5034469,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","5"
"Roaring Creek","2","2-SA030JF-1",2006-11-16 12:00:00,2006-11-16,"474315",5034469,"PLVE","Plethodon vehiculum","Salamander","Western redback salamander","1"
"Roaring Creek","2","2-SA030JG-1",2006-05-18 12:00:00,2006-05-18,"474455",5034300,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","3"
"Roaring Creek","2","2-SA030JG-1",2006-05-18 12:00:00,2006-05-18,"474455",5034300,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","1"
"Roaring Creek","2","2-SA030JG-2",2006-11-16 12:00:00,2006-11-16,"474047",5033922,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","1"
"Roaring Creek","2","2-SA030JG-2",2006-11-16 12:00:00,2006-11-16,"474047",5033922,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","1"
"Roaring Creek","2","2-SA030JG-2",2006-11-16 12:00:00,2006-11-16,"474047",5033922,"COLUM","Columella edentula,","Snail","Toothless column snail","2"
"Roaring Creek","2","2-SA030JG-2",2006-11-16 12:00:00,2006-11-16,"474047",5033922,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","1"
"Roaring Creek","2","2-SA030TP-1",2006-05-18 12:00:00,2006-05-18,"474827",5034193,"ENES","Ensatina eschscholtzii","Salamander","Ensatina","1"
"Roaring Creek","2","2-SA030TP-1",2006-05-18 12:00:00,2006-05-18,"474827",5034193,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","1"
"Roaring Creek","2","2-SA030VH-1",2006-11-16 12:00:00,2006-11-16,"475012",5034080,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","3"
"Roaring Creek","2","2-SA030VH-1",2006-11-16 12:00:00,2006-11-16,"475012",5034080,"ARCO","Ariolimax columbiana","Slug","Banana slug","1"
"Roaring Creek","2","2-SA030VH-1",2006-11-16 12:00:00,2006-11-16,"475012",5034080,"ENES","Ensatina eschscholtzii","Salamander","Ensatina","1"
"Roaring Creek","2","2-SA030VH-1",2006-11-16 12:00:00,2006-11-16,"475012",5034080,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","8"
"Roaring Creek","2","2-SA030VH-1",2006-11-16 12:00:00,2006-11-16,"475012",5034080,"MOFI","Monadenia fidelis","Snail","Pacific Sideband snail","2"
"Roaring Creek","2","2-SA030VH-1",2006-11-16 12:00:00,2006-11-16,"475012",5034080,"PLVE","Plethodon vehiculum","Salamander","Western redback salamander","1"
"Roaring Creek","2","2-SA030VH-1",2006-11-16 12:00:00,2006-11-16,"475012",5034080,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","1"
"Roaring Creek","2","2-SA031JG-1",2006-05-18 12:00:00,2006-05-18,"474352",5034295,"ANHY","Ancotrema hybridum","Snail","Oregon lancetooth snail","4"
"Roaring Creek","2","2-SA031JG-1",2006-05-18 12:00:00,2006-05-18,"474352",5034295,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","5"
"Roaring Creek","2","2-SA031JG-2",2006-11-16 12:00:00,2006-11-16,"473993",5034138,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","3"
"Roaring Creek","2","2-SA031JG-2",2006-11-16 12:00:00,2006-11-16,"473993",5034138,"PRLA","Pristiloma lansingi","Snail","Denticulate tightcoil snail","3"
"Roaring Creek","2","2-SA031JG-2",2006-11-16 12:00:00,2006-11-16,"473993",5034138,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","3"
"Roaring Creek","2","2-SA031TP-1",2006-05-18 12:00:00,2006-05-18,"474774",5034281,"ARCO","Ariolimax columbiana","Slug","Banana slug","1"
"Roaring Creek","2","2-SA031TP-1",2006-05-18 12:00:00,2006-05-18,"474774",5034281,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","2"
"Roaring Creek","2","2-SA031VH-1",2006-11-16 12:00:00,2006-11-16,"474901",5034340,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","1"
"Roaring Creek","2","2-SA031VH-1",2006-11-16 12:00:00,2006-11-16,"474901",5034340,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","1"
"Roaring Creek","2","2-SA031VH-1",2006-11-16 12:00:00,2006-11-16,"474901",5034340,"CRGE","Cryptomastix germana","Snail","Pygmy oregonian snail","1"
"Roaring Creek","2","2-SA031VH-1",2006-11-16 12:00:00,2006-11-16,"474901",5034340,"ENES","Ensatina eschscholtzii","Salamander","Ensatina","1"
"Roaring Creek","2","2-SA031VH-1",2006-11-16 12:00:00,2006-11-16,"474901",5034340,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","7"
"Roaring Creek","2","2-SA031VH-1",2006-11-16 12:00:00,2006-11-16,"474901",5034340,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","2"
"Roaring Creek","2","2-SA032JG-1",2006-05-19 12:00:00,2006-05-19,"473606",5033479,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","3"
"Roaring Creek","2","2-SA032JG-1",2006-05-19 12:00:00,2006-05-19,"473606",5033479,"ARCO","Ariolimax columbiana","Slug","Banana slug","7"
"Roaring Creek","2","2-SA032JG-1",2006-05-19 12:00:00,2006-05-19,"473606",5033479,"CRGE","Cryptomastix germana","Snail","Pygmy oregonian snail","1"
"Roaring Creek","2","2-SA032JG-1",2006-05-19 12:00:00,2006-05-19,"473606",5033479,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","4"
"Roaring Creek","2","2-SA032JG-1",2006-05-19 12:00:00,2006-05-19,"473606",5033479,"PURA","Punctum randolphi","Snail","Conical spot snail","1"
"Roaring Creek","2","2-SA032JG-1",2006-05-19 12:00:00,2006-05-19,"473606",5033479,"RAAU","Rana aurora","Frog","Northern red-legged frog","1"
"Roaring Creek","2","2-SA032JG-1",2006-05-19 12:00:00,2006-05-19,"473606",5033479,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","2"
"Roaring Creek","2","2-SA032JG-2",2006-11-16 12:00:00,2006-11-16,"474111",5034207,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","1"
"Roaring Creek","2","2-SA032JG-2",2006-11-16 12:00:00,2006-11-16,"474111",5034207,"ARCO","Ariolimax columbiana","Slug","Banana slug","1"
"Roaring Creek","2","2-SA032JG-2",2006-11-16 12:00:00,2006-11-16,"474111",5034207,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","1"
"Roaring Creek","2","2-SA032JG-2",2006-11-16 12:00:00,2006-11-16,"474111",5034207,"MOFI","Monadenia fidelis","Snail","Pacific Sideband snail","1"
"Roaring Creek","2","2-SA032JG-2",2006-11-16 12:00:00,2006-11-16,"474111",5034207,"PRLA","Pristiloma lansingi","Snail","Denticulate tightcoil snail","1"
"Roaring Creek","2","2-SA032TP-1",2006-05-19 12:00:00,2006-05-19,"474163",5032897,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","3"
"Roaring Creek","2","2-SA032TP-1",2006-05-19 12:00:00,2006-05-19,"474163",5032897,"ARCO","Ariolimax columbiana","Slug","Banana slug","2"
"Roaring Creek","2","2-SA032TP-1",2006-05-19 12:00:00,2006-05-19,"474163",5032897,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","2"
"Roaring Creek","2","2-SA032TP-1",2006-05-19 12:00:00,2006-05-19,"474163",5032897,"PLVE","Plethodon vehiculum","Salamander","Western redback salamander","1"
"Roaring Creek","2","2-SA032TP-1",2006-05-19 12:00:00,2006-05-19,"474163",5032897,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","1"
"Roaring Creek","2","2-SA032TP-1",2006-05-19 12:00:00,2006-05-19,"474163",5032897,"VECO2","Vertigo columbiana","Snail","Pacific Vertigo snail","1"
"Roaring Creek","2","2-SA032VH-1",2006-11-16 12:00:00,2006-11-16,"474821",5034380,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","1"
"Roaring Creek","2","2-SA032VH-1",2006-11-16 12:00:00,2006-11-16,"474821",5034380,"ENES","Ensatina eschscholtzii","Salamander","Ensatina","1"
"Roaring Creek","2","2-SA032VH-1",2006-11-16 12:00:00,2006-11-16,"474821",5034380,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","3"
"Roaring Creek","2","2-SA032VH-1",2006-11-16 12:00:00,2006-11-16,"474821",5034380,"STPU","Striatura pugetensis","Snail","Northwest Striate snail","1"
"Roaring Creek","2","2-SA032VH-1",2006-11-16 12:00:00,2006-11-16,"474821",5034380,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","1"
"Roaring Creek","2","2-SA033JG-1",2006-05-19 12:00:00,2006-05-19,"473647",5033546,"ANHY","Ancotrema hybridum","Snail","Oregon lancetooth snail","3"
"Roaring Creek","2","2-SA033JG-1",2006-05-19 12:00:00,2006-05-19,"473647",5033546,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","1"
"Roaring Creek","2","2-SA033JG-1",2006-05-19 12:00:00,2006-05-19,"473647",5033546,"ENES","Ensatina eschscholtzii","Salamander","Ensatina","1"
"Roaring Creek","2","2-SA033JG-1",2006-05-19 12:00:00,2006-05-19,"473647",5033546,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","1"
"Roaring Creek","2","2-SA033JG-1",2006-05-19 12:00:00,2006-05-19,"473647",5033546,"PRLA","Pristiloma lansingi","Snail","Denticulate tightcoil snail","1"
"Roaring Creek","2","2-SA033JG-1",2006-05-19 12:00:00,2006-05-19,"473647",5033546,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","2"
"Roaring Creek","2","2-SA033JG-1",2006-05-19 12:00:00,2006-05-19,"473647",5033546,"VECO2","Vertigo columbiana","Snail","Pacific Vertigo snail","1"
"Roaring Creek","2","2-SA033JG-2",2006-11-16 12:00:00,2006-11-16,"474118",5034367,"ANHY","Ancotrema hybridum","Snail","Oregon lancetooth snail","1"
